#	Type	Response	Acc	RT	Offset
1,2,0,0,0.000000,210.795000
2,104,0,0,0.000000,211.812000
3,2,0,0,0.000000,213.330000
4,104,0,0,0.000000,214.264000
5,1,0,0,0.000000,215.765000
6,104,0,0,0.000000,216.316000
7,31,0,0,0.000000,217.595000
8,100009,0,0,0.000000,217.595000
9,3,0,0,0.000000,217.784000
10,104,0,0,0.000000,218.417000
11,3,0,0,0.000000,219.902000
12,104,0,0,0.000000,220.769000
13,1,0,0,0.000000,222.270000
14,104,0,0,0.000000,223.355000
15,3,0,0,0.000000,224.872000
16,33,0,0,0.000000,225.456000
17,3,0,0,0.000000,226.924000
18,104,0,0,0.000000,227.608000
19,1,0,0,0.000000,229.092000
20,104,0,0,0.000000,229.926000
21,3,0,0,0.000000,231.428000
22,104,0,0,0.000000,232.128000
23,2,0,0,0.000000,233.613000
24,32,0,0,0.000000,234.430000
25,2,0,0,0.000000,235.931000
26,104,0,0,0.000000,237.000000
27,2,0,0,0.000000,238.516000
28,104,0,0,0.000000,239.267000
29,2,0,0,0.000000,240.752000
30,104,0,0,0.000000,241.736000
31,2,0,0,0.000000,243.253000
32,104,0,0,0.000000,244.071000
33,1,0,0,0.000000,245.573000
34,31,0,0,0.000000,246.106000
35,3,0,0,0.000000,247.590000
36,104,0,0,0.000000,248.775000
37,2,0,0,0.000000,250.309000
38,104,0,0,0.000000,251.327000
39,1,0,0,0.000000,252.844000
40,104,0,0,0.000000,253.378000
41,3,0,0,0.000000,254.863000
42,104,0,0,0.000000,255.513000
43,1,0,0,0.000000,256.998000
44,104,0,0,0.000000,257.615000
45,1,0,0,0.000000,259.099000
46,104,0,0,0.000000,259.650000
47,2,0,0,0.000000,261.134000
48,104,0,0,0.000000,261.568000
49,2,0,0,0.000000,263.020000
50,32,0,0,0.000000,263.720000
51,1,0,0,0.000000,265.204000
52,104,0,0,0.000000,265.821000
53,3,0,0,0.000000,267.306000
54,104,0,0,0.000000,268.156000
55,1,0,0,0.000000,269.657000
56,104,0,0,0.000000,270.225000
57,1,0,0,0.000000,271.709000
58,104,0,0,0.000000,273.160000
59,3,0,0,0.000000,274.728000
60,104,0,0,0.000000,275.229000
61,1,0,0,0.000000,276.696000
62,104,0,0,0.000000,277.514000
63,3,0,0,0.000000,279.015000
64,104,0,0,0.000000,279.582000
65,2,0,0,0.000000,281.066000
66,32,0,0,0.000000,281.934000
67,4,0,0,0.000000,283.435000
68,43,0,0,0.000000,298.113000
69,1,0,0,0.000000,299.398000
70,104,0,0,0.000000,300.682000
71,2,0,0,0.000000,302.216000
72,104,0,0,0.000000,302.901000
73,3,0,0,0.000000,304.385000
74,104,0,0,0.000000,305.069000
75,3,0,0,0.000000,306.553000
76,104,0,0,0.000000,307.737000
77,2,0,0,0.000000,309.272000
78,104,0,0,0.000000,309.906000
79,1,0,0,0.000000,311.390000
80,31,0,0,0.000000,312.441000
81,3,0,0,0.000000,313.959000
82,104,0,0,0.000000,314.693000
83,1,0,0,0.000000,316.177000
84,104,0,0,0.000000,316.861000
85,1,0,0,0.000000,318.345000
86,104,0,0,0.000000,318.846000
87,2,0,0,0.000000,320.314000
88,104,0,0,0.000000,321.231000
89,1,0,0,0.000000,322.732000
90,104,0,0,0.000000,323.266000
91,2,0,0,0.000000,324.734000
92,104,0,0,0.000000,325.652000
93,1,0,0,0.000000,327.152000
94,104,0,0,0.000000,327.770000
95,2,0,0,0.000000,329.237000
96,104,0,0,0.000000,330.088000
97,2,0,0,0.000000,331.589000
98,104,0,0,0.000000,332.256000
99,1,0,0,0.000000,333.741000
100,103,0,0,0.000000,334.492000
101,3,0,0,0.000000,335.976000
102,33,0,0,0.000000,336.576000
103,1,0,0,0.000000,338.044000
104,104,0,0,0.000000,339.612000
105,1,0,0,0.000000,341.180000
106,104,0,0,0.000000,341.814000
107,2,0,0,0.000000,343.282000
108,104,0,0,0.000000,343.899000
109,3,0,0,0.000000,345.367000
110,104,0,0,0.000000,346.818000
111,3,0,0,0.000000,348.369000
112,104,0,0,0.000000,348.986000
113,3,0,0,0.000000,350.454000
114,104,0,0,0.000000,351.021000
115,3,0,0,0.000000,352.489000
116,33,0,0,0.000000,353.056000
117,4,0,0,0.000000,354.524000
118,43,0,0,0.000000,368.601000
119,3,0,0,0.000000,369.887000
120,103,0,0,0.000000,370.553000
121,2,0,0,0.000000,372.038000
122,104,0,0,0.000000,372.705000
123,1,0,0,0.000000,374.173000
124,104,0,0,0.000000,375.507000
125,3,0,0,0.000000,377.041000
126,103,0,0,0.000000,378.142000
127,1,0,0,0.000000,379.660000
128,104,0,0,0.000000,380.162000
129,1,0,0,0.000000,381.628000
130,31,0,0,0.000000,383.046000
131,2,0,0,0.000000,384.597000
132,103,0,0,0.000000,386.415000
133,3,0,0,0.000000,388.000000
134,104,0,0,0.000000,388.567000
135,3,0,0,0.000000,390.035000
136,104,0,0,0.000000,390.802000
137,2,0,0,0.000000,392.287000
138,32,0,0,0.000000,392.987000
139,3,0,0,0.000000,394.472000
140,103,0,0,0.000000,395.072000
141,2,0,0,0.000000,396.540000
142,103,0,0,0.000000,397.291000
143,2,0,0,0.000000,398.775000
144,104,0,0,0.000000,399.376000
145,3,0,0,0.000000,400.843000
146,103,0,0,0.000000,401.644000
147,2,0,0,0.000000,403.129000
148,103,0,0,0.000000,404.229000
149,1,0,0,0.000000,405.747000
150,103,0,0,0.000000,406.431000
151,3,0,0,0.000000,420.259000
152,104,0,0,0.000000,421.309000
153,2,0,0,0.000000,422.827000
154,104,0,0,0.000000,423.661000
155,1,0,0,0.000000,425.146000
156,104,0,0,0.000000,426.147000
157,1,0,0,0.000000,427.648000
158,103,0,0,0.000000,428.632000
159,1,0,0,0.000000,430.133000
160,104,0,0,0.000000,430.683000
161,2,0,0,0.000000,432.151000
162,103,0,0,0.000000,433.102000
163,2,0,0,0.000000,434.603000
164,103,0,0,0.000000,435.354000
165,3,0,0,0.000000,436.838000
166,33,0,0,0.000000,437.389000
167,2,0,0,0.000000,438.856000
168,104,0,0,0.000000,439.640000
169,3,0,0,0.000000,441.125000
170,104,0,0,0.000000,441.892000
171,3,0,0,0.000000,443.377000
172,103,0,0,0.000000,444.227000
173,2,0,0,0.000000,445.713000
174,32,0,0,0.000000,447.063000
175,4,0,0,0.000000,448.614000
176,41,0,0,0.000000,453.268000
177,3,0,0,0.000000,454.553000
178,103,0,0,0.000000,456.471000
179,3,0,0,0.000000,458.055000
180,103,0,0,0.000000,458.822000
181,1,0,0,0.000000,460.307000
182,103,0,0,0.000000,460.874000
183,2,0,0,0.000000,462.342000
184,103,0,0,0.000000,462.959000
185,2,0,0,0.000000,464.426000
186,103,0,0,0.000000,465.095000
187,2,0,0,0.000000,466.562000
188,103,0,0,0.000000,467.179000
189,1,0,0,0.000000,468.646000
190,104,0,0,0.000000,469.097000
191,1,0,0,0.000000,470.548000
192,104,0,0,0.000000,471.115000
193,1,0,0,0.000000,472.583000
194,104,0,0,0.000000,473.000000
195,2,0,0,0.000000,474.451000
196,104,0,0,0.000000,475.202000
197,1,0,0,0.000000,476.686000
198,104,0,0,0.000000,477.286000
199,2,0,0,0.000000,478.754000
200,104,0,0,0.000000,479.522000
201,1,0,0,0.000000,481.006000
202,103,0,0,0.000000,481.573000
203,3,0,0,0.000000,483.041000
204,104,0,0,0.000000,483.658000
205,2,0,0,0.000000,485.126000
206,102,0,0,0.000000,486.310000
207,1,0,0,0.000000,487.828000
208,103,0,0,0.000000,488.345000
209,2,0,0,0.000000,489.813000
210,103,0,0,0.000000,490.480000
211,3,0,0,0.000000,491.948000
212,104,0,0,0.000000,492.765000
213,3,0,0,0.000000,494.266000
214,104,0,0,0.000000,495.017000
215,3,0,0,0.000000,496.502000
216,104,0,0,0.000000,497.636000
217,1,0,0,0.000000,499.154000
218,104,0,0,0.000000,499.954000
219,1,0,0,0.000000,501.439000
220,104,0,0,0.000000,501.989000
221,3,0,0,0.000000,503.457000
222,104,0,0,0.000000,504.141000
223,3,0,0,0.000000,505.625000
224,104,0,0,0.000000,506.543000
225,2,0,0,0.000000,508.044000
226,32,0,0,0.000000,509.312000
227,1,0,0,0.000000,510.846000
228,104,0,0,0.000000,511.397000
229,1,0,0,0.000000,512.864000
230,104,0,0,0.000000,513.465000
231,3,0,0,0.000000,514.933000
232,103,0,0,0.000000,515.666000
233,1,0,0,0.000000,517.151000
234,103,0,0,0.000000,517.952000
235,3,0,0,0.000000,519.436000
236,102,0,0,0.000000,520.020000
237,1,0,0,0.000000,521.488000
238,104,0,0,0.000000,521.938000
239,3,0,0,0.000000,523.389000
240,104,0,0,0.000000,524.523000
241,2,0,0,0.000000,526.041000
242,104,0,0,0.000000,526.792000
243,1,0,0,0.000000,528.276000
244,104,0,0,0.000000,528.844000
245,2,0,0,0.000000,530.311000
246,104,0,0,0.000000,531.029000
247,2,0,0,0.000000,532.513000
248,104,0,0,0.000000,534.098000
249,3,0,0,0.000000,535.666000
250,104,0,0,0.000000,536.199000
251,1,0,0,0.000000,537.667000
252,104,0,0,0.000000,539.118000
253,2,0,0,0.000000,540.669000
254,104,0,0,0.000000,541.937000
255,3,0,0,0.000000,543.472000
256,104,0,0,0.000000,544.839000
257,3,0,0,0.000000,546.374000
258,104,0,0,0.000000,546.958000
259,3,0,0,0.000000,548.425000
260,104,0,0,0.000000,549.393000
261,3,0,0,0.000000,550.894000
262,104,0,0,0.000000,551.645000
263,2,0,0,0.000000,553.129000
264,104,0,0,0.000000,553.931000
